Date,Title,Categories,Lyrics,Tag
,"All of me Lyrics - 

Phil Joly, John Legend , 1 more",English Lyrics,"All of me Lyrics - 

Phil Joly, John Legend , 1 more <BR><BR><BR>[Verse 1]<BR>What would I do without your smart mouth?<BR>Drawing me in and you kicking me out<BR>You've got my head spinning, no kidding<BR>I can't pin you down<BR>What's goin' on in that beautiful mind?<BR>I'm on your magical mystery ride<BR>And I'm so dizzy, don't know what hit me<BR>But I'll be alright<BR><BR>[Pre-Chorus]<BR>My head's under water, but I'm breathing fine<BR>You're crazy and I'm out of my mind<BR><BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Chorus]<BR>'Cause all of me loves all of you<BR>Love your curves and all your edges<BR>All your perfect imperfections<BR>Give your all to me, I'll give my all to you<BR>You're my end and my beginning<BR>Even when I lose, I'm winning<BR><BR>[Post-Chorus]<BR>'Cause I give you all of me<BR>And you give me all of you, oh-oh<BR><BR>[Verse 2]<BR>How many times do I have to tell you?<BR>Even when you're crying, you're beautiful, too<BR>The world is beating you down, I'm around<BR>Through every mood<BR>You're my downfall, you're my muse<BR>My worst distraction, my rhythm and blues<BR>I can't stop singing, it's ringing<BR>In my head for you<BR><BR>[Pre-Chorus]<BR>My head's under water, but I'm breathing fine<BR>You're crazy and I'm out of my mind<BR><BR><BR><BR>Produced By:Phil Joly, John Legend & Dave Tozer<BR>Written By:John Legend & Toby Gad<BR>Assistant Producer:Phil Joly<BR>Engineer:Jason Agel & Dave Tozer<BR>Assistant Engineer:Phil Joly, Dave Rowland & Kenta Yonesaka<BR>Keyboards:Dave Tozer & Mark Williams<BR>Piano:John Legend<BR>Mixing Engineer:Dave Tozer<BR>Mastering Engineer:Dave Kutch<BR>Label:Columbia Records & G.O.O.D. Music<BR>Release Date:August 12, 2013<BR>All of Me Covers:All Of Me (Cover) by Fifth Harmony, All of Me by Midnite String Quartet, All Of Me by KIDZ BOP Kids, All Of Me by CHANYEOL, All of Me by Paul Kim & Ta...<BR>All of Me Remixes:Decade of Pop: 100 Song Mashup by DJ Earworm, All of Me (Duet Version) by John Legend (Ft. Hunter Hayes & Jennifer Nettles), All of Me (Violin Remix)...","All of me Lyrics - 

Phil Joly, John Legend , 1 more,Pop,R&B,Soul Pop,Singer-Songwriter,Adult Contemporary,Easy Listening,Piano,Soul,Ballad"
,"Glimpse of us Lyrics - 

Connor McDonough",English Lyrics,"Glimpse of us Lyrics - 

Connor McDonough <BR><BR><BR>[Verse 1]<BR>She'd take the world off my shoulders<BR>If it was ever hard to move<BR>She'd turn the rain to a rainbow<BR>When I was living in the blue<BR>Why then, if she's so perfect<BR>Do I still wish that it was you?<BR>Perfect don't mean that it's workin'<BR>So what can I do? (Ooh)<BR><BR>[Pre-Chorus]<BR>When you're out of sight<BR>In my mind<BR><BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Chorus]<BR>'Cause sometimes I look in her eyes<BR>And that's where I find a glimpse of us<BR>And I try to fall for her touch<BR>But I'm thinkin' of the way it was<BR>Said I'm fine and said I moved on<BR>I'm only here passing time in her arms<BR>Hopin' I'll find a glimpse of us<BR><BR>[Verse 2]<BR>Tell me he savors your glory<BR>Does he laugh the way I did?<BR>Is this a part of your story?<BR>One that I had never lived<BR>Maybe one day, you'll feel lonely<BR>And in his eyes, you'll get a glimpse<BR>Maybe you'll start slippin' slowly and find me again<BR><BR>[Pre-Chorus]<BR>When you're out of sight<BR>In my mind<BR><BR>[Chorus]<BR>'Cause sometimes I look in her eyes<BR>And that's where I find a glimpse of us<BR>And I try to fall for her touch<BR>But I'm thinkin' of the way it was<BR>Said I'm fine and said I moved on<BR>I'm only here passing time in her arms<BR>Hopin' I'll find a glimpse of us<BR><BR><BR><BR>Produced By:Connor McDonough<BR>Written By:Riley McDonough, Joel Castillo, Connor McDonough, Idarose & Joji<BR>Distributor:Warner Music Group<BR>Copyright:Warner Records & 88rising<BR>Vocals:Joji<BR>Video Producer:Andy Ruse<BR>Video Editor:Dan Streit<BR>Video Director:Dan Streit<BR>Label:Warner Records & 88rising<BR>Recording Engineer:Francisco Ramirez<BR>Mixing Engineer:Jeff Ellis<BR>Mastering Engineer:Dale Becker<BR>Release Date:June 10, 2022<BR>Glimpse of Us Covers:Glimpse of Us by Madilyn & ​glimpse of us by Emlyn","Glimpse of us Lyrics - 

Connor McDonough,Pop,Alternative Pop,Alternative,Adult Contemporary,Singer-Songwriter,Ballad,Piano"
,"Eulogy Lyrics - 

Budd Dwyer",English Lyrics,"Eulogy Lyrics - 

Budd Dwyer <BR><BR><BR>[Intro: Notorious B.I.G]<BR>(You did good, $lick)<BR>When I, when I, when I, when I<BR>When I die, fuck it, I wanna go to hell<BR>When I, when I, when I, when I<BR>When I die, fuck it, I wanna go to hell<BR>When I, when I, when I, when I<BR>[Verse 1: Lil Hearse]<BR>Three AM, drinkin' with this pistol on my lap, uh<BR>Six medications, guess there ain't no fixin' that<BR>It's that broken motherfucker, knuckling 'till I relapse<BR>If I die, they might cry 'till they inherit my stacks, uh<BR>Cold fuckin' world, tell me what's the word?<BR>Only time I speak my heart is when the message come out slurred, uh<BR>People pleasing, always eager to fix a motherfucker's problems<BR>Leave me at the bottom, more comfortable with Gomorrah and Sodom<BR>I chew on fent and rot my teeth<BR>All for moments of peace and slow heart beats<BR>Got offered, a God I dissed, who gon' save me? (Hmph)<BR>All I could do is laugh and say ""C'est la vie""<BR>Woe is me, I know you get the picture<BR>This type of pain will earn you seven figures<BR>Check my DNA, my RNA come with predictors<BR>This shit is scripture and for what I got there's no elixirs<BR>Feel like I'm not enough<BR>Find myself playing my dad like Honey Boy and Shia LaBeouf<BR>My mama crying as she watch the clock<BR>Text my bro I love him, even though he got my number blocked<BR>I would give up everything to see my brothers clean<BR>No second thoughts, it's fuck the cost or take me, leave 'em be<BR>Take my money, say you love me even if it's lies<BR>That connection's so depressing but it's all I got<BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Chorus: Lil Hearse & Notorious B.I.G]<BR>(When I die) When I die, just play this fucking song<BR>I was never meant for this, been tortured just to carry on (When I die)<BR>Couple coupes, lotta zeroes and a couple homes<BR>None of it did shit for me, cock the pistol and now I'm- (When I die)<BR>[Verse 2: Oddy Nuff da Snow Leopard]<BR>Aight<BR>Head in the clouds, it look like it might rain again<BR>Always holdin' back tears, it's how I manage to pay the rent<BR>Pay the bills, place the bet so I don't have to chase the check<BR>Verified through $uicide, the glitz and glamour came and went<BR>Wash my fucking soul, there's still that one stain is kept<BR>I just wanna be loved, the root of all my pain<BR>Except the type that comes with age and death<BR>I can finally lay and rest, I'm owed a little peace<BR>And I'm ready to erase the debt (I, I, I, I)<BR>I never planned on showing the world the face that hides behind the mask<BR>I always thought the last thing I would hear would be the gun's blast<BR>Fill in the black hole in my chest with sex and drugs, but it never lasts, it never lasts<BR>Shit, two years ago Big Pharma should have just cashed me out<BR>Now I got a deviated septum, I'ma just rat me out<BR>Pat me down, ask me how I'm still depressed<BR>All they see is my set, all they see is lack of debt<BR>All they see is what they wanna see<BR>Calling me a wannabe<BR>I don't wanna be in misery, exit the pharmacy<BR>Get a girl I wanna see, I wanna see how hard I bleed<BR>When she rips out my fucking heart, enter the pharmacy<BR>I'm a private person and take pride in my verses<BR>Fuck your whole opinion, I don't care if it worsens<BR>I'll ruin my reputation and make sure it's on purpose<BR>Fuck this shit<BR><BR><BR><BR>Produced By:Budd Dwyer<BR>Written By:Aristos Petrou & Scott Arceneaux Jr.<BR>Persona Used:Oddy Nuff da Snow Leopard & Lil Hearse (Scott Arceneaux Jr.)<BR>Mixer & Masterer:Sambo Bachrack<BR>Release Date:July 29, 2022<BR>Eulogy Samples:Suicidal Thoughts by The Notorious B.I.G.","Eulogy Lyrics - 

Budd Dwyer,Rap,Boom Bap,Hip-Hop"
,"Unlucky me Lyrics - 

Budd Dwyer",English Lyrics,"Unlucky me Lyrics - 

Budd Dwyer <BR><BR><BR>[Intro: SWV & Yung Maraschino]<BR>Baby, you can call on me<BR>Anytime that you feel the need<BR>(You did good, $lick)<BR>And I'll be there in a hurry<BR>Givin' you the best of me<BR>Haha, yeah, yeah, yeah<BR>[Verse 1: Yung Maraschino]<BR>$outhside Shorty on them all black Forgis<BR>$uicide for life but I ain't touring at 40<BR>Bitches begging for a ring just 'cause I can kinda sing<BR>But the only thing that I want is to be a fucking normie<BR>Hold up, Lil' mama, I got them thangs, what about 'em?<BR>What's the problem? I got my own, you ain't gotta solve 'em<BR>I promise it won't effect you, I'm just tryna holla<BR>Starving for attention, but I'm not tryna bother you<BR>(Baby, you can call on me)<BR>I used to come in last, focused on the past<BR>Now I'm drifting down the highway until I run out of gas<BR>Don’t want to be recognized, but I ain't wearing a mask<BR>Just point and fucking wave, I don't wanna be tagged<BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Bridge: Young North]<BR>Look, I'll call you back after this verse bro, fuck<BR>Ayy<BR>[Verse 2: Young North]<BR>I'm a Northside player snorting Southside dope<BR>Pull up in the Benz, give the Southside hope<BR>Joe Exotic what I'm smoking, backwood flaming<BR>Backwoods claiming (Yo $lick, what you sayin'?)<BR>I'm a praying motherfucker, lying motherfucker<BR>Okay, up and spray a motherfucker if they step in my business<BR>(Keep spraying motherf-) Sorry, that's my mental illness<BR>Need to pop me a pill before I finish these lyrics<BR>(Baby, you can call on me)<BR> Okay<BR>Now I'm stunting like my daddy, swerving in the Caddy<BR>Thinking about getting high, because my fam' rather me that way<BR>Just know that I tried, but I think it's time<BR>Sincerely signed, $uicide<BR>[Outro: SWV]<BR>You know I keep it nice and warm to satisfy<BR>Baby, you know I have got that kinda love times two<BR>Boy, I'll do you all night long<BR>Do you anyway you want<BR>I will do you all night long<BR>I wanna-<BR><BR><BR><BR>Produced By:Budd Dwyer<BR>Written By:Aristos Petrou & Scott Arceneaux Jr.<BR>Persona Used:Yung Maraschino & Young North<BR>Mixer & Masterer:Sambo Bachrack<BR>Release Date:July 29, 2022<BR>Unlucky Me Samples:All Night Long by SWV","Unlucky me Lyrics - 

Budd Dwyer,Rap,Cloud Rap,Trap,Hip-Hop"
,All too well (10 minute version) (taylor’s version) [live acoustic] Lyrics,English Lyrics,"All too well (10 minute version) (taylor’s version) [live acoustic] Lyrics <BR><BR><BR>[Verse 1]<BR>I walked through the door with you, the air was cold<BR>But something 'bout it felt like home somehow<BR>And I left my scarf there at your sister's house<BR>And you've still got it in your drawer, even now<BR><BR>[Verse 2]<BR>Oh, your sweet disposition and my wide-eyed gaze<BR>We're singing in the car, getting lost upstate<BR>Autumn leaves falling down like pieces into place<BR>And I can picture it after all these days<BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Pre-Chorus]<BR>And I know it's long gone and<BR>That magic's not here no more<BR>And I might be okay, but I'm not fine at all<BR>Oh, oh, oh<BR>[Chorus]<BR>'Cause there we are again on that little town street<BR>You almost ran the red 'cause you were lookin' over at me<BR>Wind in my hair, I was there<BR>I remember it all too well<BR>[Verse 3]<BR>Photo album on the counter, your cheeks were turning red<BR>You used to be a little kid with glasses in a twin-sized bed<BR>And your mother's telling stories 'bout you on the tee-ball team<BR>You told me 'bout your past, thinking your future was me<BR>And you were tossing me the car keys, ""Fuck the patriarchy""<BR>Key chain on the ground, we were always skipping town<BR>And I was thinking on the drive down, any time now<BR>He's gonna say it's love, you never called it what it was<BR>'Til we were dead and gone and buried<BR>Check the pulse and come back swearing it's the same<BR>After three months in the grave<BR>And then you wondered where it went to as I reached for you<BR>But all I felt was shame and you held my lifeless frame<BR><BR><BR><BR>Produced By:Taylor Swift<BR>Written By:Liz Rose & Taylor Swift<BR>Guitar:Taylor Swift<BR>Recorded At:AMC Bay Plaza Cinema 13 (New York City, U.S.)<BR>Release Date:November 15, 2021","All too well (10 minute version) (taylor’s version) [live acoustic] Lyrics,Rock,Country,Pop,Pop-Rock,Ballad,Alternative Country,Alternative Pop,Alternative,Alternative Rock,Pop Country,Acoustic,Singer-Songwriter,Live"
,Pain Lyrics,English Lyrics,"Pain Lyrics <BR><BR><BR>[Verse 1]<BR>Why is it so hard to keep it real?<BR>And why don't you just tell me what you feel? Oh why?<BR>Want a homie, lover, friend<BR>Someone who's genuine<BR>So if you didn't love me, baby, why would you pretend?<BR>[Pre-Chorus]<BR>If you knew me back then (Back then)<BR>You don't know me now (You don't know me now)<BR>Things are different, and let me show you how<BR>I'm not the same, I've changed<BR>And you feel that pain, I hope you do<BR>And when you do, I'm telling you<BR>Muni Long “Pain” (Live Performance) | Open Mic<BR>[Chorus]<BR>That's that pain (That pain)<BR>That's that pain (That pain)<BR>Do you feel that pain?<BR>That pain, oh, oh (Oh, no)<BR>That's that pain (I know)<BR>Do you feel that pain? (Know, oh)<BR>I hope you cry<BR>Hope it cross your mind least once a day<BR>[Verse 2]<BR>Now I done tried to keep it kosher<BR>Keep my petty low<BR>Don't play with me, don't play with me<BR>'Fore I put on a show<BR>I'll wake this whole neighborhood up<BR>I'll make a nigga wish he woulda<BR>Loved me better, treat me gooder<BR>When all I wanted was forever<BR>[Pre-Chorus]<BR>If you knew me back then (Back then)<BR>You don't know me now<BR>Things are different, and let me show you how<BR>I'm not the same, I've changed<BR>And you feel that pain, I hope you do<BR>And when you do, I'm telling you, woah<BR><BR><BR><BR>Produced By:Kaspar Jalily & JayUncut<BR>Written By:Kaspar Jalily, Kuk Harrell, Raysean Hairston, James Easton Brooks, Beau Strawder & Priscilla Renea<BR>Recording Engineer:Scott Taylor Jr. & Kuk Harrell<BR>Mixing Engineer:Preston “Prizzie” Reid<BR>Mastering Engineer:Nicolas de Porcel<BR>Vocal Producer:Kuk Harrell<BR>Release Date:May 13, 2022","Pain Lyrics,R&B"
,"Superman Lyrics - 

Jeff Bass , Eminem",English Lyrics,"Superman Lyrics - 

Jeff Bass , Eminem <BR><BR><BR>[Intro: Eminem & Dina Rae<BR>]<BR>Mhmmm *inhales*<BR>You high, baby?<BR>Yeah, hahahaha<BR>Yeah?<BR>Talk to me<BR>You want me to tell you something?<BR>Uh-huh<BR>I know what you wanna hear<BR>[Refrain: Eminem (& Dina Rae)]<BR>'Cause I know you want me, baby, I think I want you too<BR>(I think I love you, baby) I think I love you too (Oh-ooh)<BR>I'm here to save you, girl, come be in Shady's world (Ooh-ooh, ooh)<BR>I wanna grow together, let's let our love unfurl<BR>You know you want me, baby, you know I want you too<BR>They call me Superman, I'm here to rescue you<BR>I wanna save you, girl, come be in Shady's world (Ooh-ooh)<BR>(Oh boy, you drive me crazy) Bitch, you make me hurl<BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Verse 1: Eminem]<BR>They call me Superman<BR>Leap tall hoes in a single bound<BR>I'm single now: got no ring on this finger now<BR>I'd never let another chick bring me down<BR>In a relationship; save it, bitch!<BR>Babysit? You make me sick<BR>Superman ain't savin' shit<BR>Girl, you can jump on Shady's dick<BR>Straight from the hip, cut to the chase<BR>I tell a muhfuckin' slut to her face<BR>Play no games, say no names<BR>Ever since I broke up with what's-her-face<BR>I'm a different man, kiss my ass<BR>Kiss my lips? Bitch, why ask?<BR>Kiss my dick, get my cash?<BR>I'd rather have you whip my ass<BR>Don't put out? I'll put you out<BR>Won't get out? I'll push you out<BR>Puss blew out, poppin' shit<BR>Wouldn't piss on fire to put you out<BR>Am I too nice? Buy you ice?<BR>Bitch, if you died, wouldn't buy you life<BR>What, you tryin' to be my new wife?<BR>What, you Mariah? Fly through twice<BR><BR><BR><BR>Featuring:Dina Rae<BR>Produced By:Jeff Bass & Eminem<BR>Written By:Steve King, Jeff Bass & Eminem<BR>Keyboards:Jeff Bass<BR>Video Commissioner:Randy Sosin<BR>Video Producer:Nina Huang<BR>Video Director:Paul Hunter<BR>Publisher:Carefree, Eight Mile Style & Ensign Music Corporation<BR>Performance Rights:BMI<BR>Distributor:Universal Music Group<BR>Copyright:Aftermath Entertainment<BR>Mixing Engineer:Steve King<BR>Recording Engineer:Steve King<BR>Assistant Engineer:Mike Strange & Urban Kris<BR>Mastering Engineer:Brian Gardner<BR>Label:Aftermath Entertainment, Shady Records & Interscope Records<BR>Mastered at:Bernie Grundman Mastering<BR>Mixed At:54 Sound, Detroit, MI<BR>Bass:Jeff Bass<BR>Recorded At:Marshall's House & 54Sound, Detroit<BR>Release Date:May 26, 2002<BR>Superman Samples:Superman (Instrumental) by Eminem<BR>Superman Remixes:​superman rmx by ​Mastro (ITA), Superman (Cry Me A River Remix) by Eminem (Ft. Justin Timberlake) & Superman by Gemitaiz","Superman Lyrics - 

Jeff Bass , Eminem,Rap,Comedy,Detroit,Porncore,Hardcore Hip-Hop,Hip-Hop"
,"I won’t Lyrics - 

Ryan Met",English Lyrics,"I won’t Lyrics - 

Ryan Met <BR><BR><BR>[Intro: Jack Met]<BR>Put your hands up 'cause I won't<BR>Raise a glass up 'cause I won't<BR>Get your ass up 'cause I won't<BR>I must've missed the hype<BR>But maybe that's the way I feel<BR>[Verse 1: Jack Met]<BR>Hello, how you doin'? Am I talkin' too fast?<BR>I'm runnin' on adrenaline and one-hour naps<BR>'Cause I do what you tell me to and do it to death<BR>Do it to death<BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Pre-Chorus: Jack Met]<BR>Acapulco, Tel Aviv, and maybe Japan<BR>And pretty people yell at me to follow the dance<BR>So I do what you tell me to and do it to death<BR>But I can't do this shit again<BR>[Chorus: Jack Met, Ryan Met & Adam Met, All]<BR>Put your hands up 'cause I won't (Right on time)<BR>Raise a glass up 'cause I won't (My, oh, my)<BR>Get your ass up 'cause I won't (I won't)<BR>I must've missed the hype<BR>But maybe that's the way I feel<BR>Put your hands up 'cause I won't (Right on time)<BR>I'm not here 'cause you say so (My, oh, my)<BR>Get your ass up 'cause I won't (I won't)<BR>I must've missed the hype<BR>But maybe that's the way I feel<BR>That's the way I feel<BR>[Verse 2: Jack Met, Ryan Met & Adam Met]<BR>I don't got a body like I see in the press<BR>So I got to the precipice of pressin' my chest<BR>And now I look impressive with a couple of pecs<BR>Just like my friends (Yeah)<BR>[Bridge: Jack Met, Ryan Met & Adam Met]<BR>So welcome back and take a breath<BR>You come to life, you're bored to death<BR>So welcome back and take a breath<BR>You come to life, but I digress<BR><BR><BR><BR>Produced By:Ryan Met<BR>Written By:Adam Met, Jack Met & Ryan Met<BR>Programmer:Ryan Met<BR>Vocals:Jack Met<BR>Mastering Engineer:Chris Gehringer<BR>Mixing Engineer:Joe Zook<BR>Label:Mercury Records & Republic Records<BR>Release Date:July 29, 2022","I won’t Lyrics - 

Ryan Met,Rock,Pop,Alternative Pop,Alternative Rock,Pop-Rock,Alternative"
,"Karma Lyrics - 

Arsenio Archer",English Lyrics,"Karma Lyrics - 

Arsenio Archer <BR><BR><BR>[Intro]<BR>I told you, you better stay prayed up<BR>You never thought the universe be looking for revenge<BR>[Pre-Chorus]<BR>You can't keep just doing them girls like that<BR>Thinking that nobody finna bite back<BR>Losing your mind baby<BR>Can't be sure, time's wasting<BR>[Chorus]<BR>Nice to meet you, I'm sorry<BR>I'm just here to do my job<BR>Nice to meet you, no running<BR>Please don't fear me, I'm just karma<BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Verse]<BR>Let me dance for you, I'm sorry<BR>You'll wanna love me strong, then I'm gone<BR>This feeling's just for you and your wrongs<BR>I am just here to do my job<BR>Devil in disguise, oh<BR>Dressed in all white, swear you so down<BR>Think I'm supposed to ride, oh<BR>You done told me I should be the only one around<BR>Talking 'bout you'll make it my way<BR>Made it my-, made it my way<BR>Think I gotta run, boy, you don't wanna be telling me<BR>Take me to your momma house<BR>I'm sorry if you never doubted me<BR>But you should've doubted<BR>('Cause I told you, yeah)<BR>[Pre-Chorus]<BR>'Cause, don't you know you can't be doing them girls like that?<BR>Thinking that nobody finna bite back<BR>Losing your mind baby<BR>Can't be sure, time's wasting<BR>[Chorus]<BR>Nice to meet you, I'm sorry<BR>I'm just here to do my job<BR>Nice to meet you, then sudden<BR>I reveal you, I'm just karma<BR><BR><BR><BR>Produced By:Arsenio Archer<BR>Written By:Arsenio Archer & Summer Walker<BR>Label:Interscope Records & Love Renaissance (LVRN)<BR>Release Date:October 19, 2018<BR>Karma Interpolations:Karma (Demo) by Summer Walker","Karma Lyrics - 

Arsenio Archer,Rap,R&B,Atlanta Rap"
,Coast Lyrics,English Lyrics,"Coast Lyrics <BR><BR><BR>[Intro: Anderson .Paak]<BR>Coast<BR>[Verse 1: Hailee Steinfeld]<BR>You're the wave upon my ocean<BR>Poundin' rhythm and motion<BR>It's a full moon kind of night, yeah<BR>I don't wanna go home yet<BR>You can question my devotion<BR>Wear my heart on my shoulder<BR>Just relax and let the riptide pull you close<BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Chorus: Hailee Steinfeld & Anderson .Paak]<BR>(Ah-ah-ah-ah)<BR>Baby, all I wanna do is coast (Coast)<BR>With you (With you)<BR>Energy, the body flows<BR>(Ah-ah-ah-ah) (Hey, hey)<BR>Baby, all I wanna do is coast (Coast)<BR>With you (With you)<BR>Frequency of all we know (Yeah)<BR>[Verse 2: Anderson .Paak]<BR>Feelin' like I caught a wave with ya<BR>I been dealin' with a lot of changes<BR>And all the people that I like to hang with<BR>They all been sayin' that I ain't the same<BR>Listen, I been chillin' with you for a couple days<BR>If you ain't afraid, me and you should rage (Hey)<BR>In the Sun rays, come on out the cage (Hey, hey)<BR>Don't wanna tame, live it your way (Hey)<BR>Body go for days, got me in a daze (Hey, hey)<BR>Parties in LA feel like holidays (Hey)<BR>Hit the PCH and we on our way<BR>To a place I was born and raised<BR>You live on the screen and the stage<BR>I wanna fit in between your legs<BR>Let's pick a day, everything could wait<BR>Words can't relay, but it's givin' fate<BR><BR><BR><BR>Featuring:Anderson .Paak<BR>Produced By:KOZ<BR>Written By:Gabe Simon, Mikky Ekko, KOZ, Hailee Steinfeld & Anderson .Paak<BR>Label:Mercury Records & Republic Records<BR>Copyright:Mercury Records, Republic Records & Universal Music Group<BR>Studio Personnel:Matty Green, Joe LaPorta, KOZ, Mark Schick & Jhair Lazo<BR>Vocal Producer:Mark Schick<BR>Background Vocals:George Flint<BR>Co-Producer:Gabe Simon<BR>Recording Engineer:KOZ, Mark Schick & Jhair Lazo<BR>Drums:Maurie Kaufmann<BR>Keyboards:Dave Cohen<BR>Mastering Engineer:Joe LaPorta<BR>Mixing Engineer:Matty Green<BR>Vocals:Hailee Steinfeld & Anderson .Paak<BR>Publisher:Sony Music Publishing UK<BR>Lyricist:Gabe Simon, Mikky Ekko, KOZ, Hailee Steinfeld & Anderson .Paak<BR>Composer:Gabe Simon, Mikky Ekko, KOZ, Hailee Steinfeld & Anderson .Paak<BR>Release Date:July 29, 2022","Coast Lyrics,Rap,R&B,Pop,Soul Rap,Soul Pop,Funk-Pop"
,The hills Lyrics,English Lyrics,"The hills Lyrics <BR><BR><BR>[Intro]<BR>Yeah<BR>Yeah<BR>Yeah<BR>[Verse 1]<BR>Your man on the road, he doin' promo<BR>You said, ""Keep our business on the low-low""<BR>I'm just tryna get you out the friend zone<BR>'Cause you look even better than the photos<BR>I can't find your house, send me the info<BR>Drivin' through the gated residential<BR>Found out I was comin', sent your friends home<BR>Keep on tryna hide it, but your friends know<BR><BR>SleazyWorld Go “Sleazy Flow” (Live Performance) | Open Mic<BR>[Chorus]<BR>I only call you when it's half-past five<BR>The only time that I'll be by your side<BR>I only love it when you touch me, not feel me<BR>When I'm fucked up, that's the real me<BR>When I'm fucked up, that's the real me, yeah<BR>I only call you when it's half-past five<BR>The only time I'd ever call you mine<BR>I only love it when you touch me, not feel me<BR>When I'm fucked up, that's the real me<BR>When I'm fucked up, that's the real me, babe<BR><BR>[Verse 2]<BR>I'ma let you know and keep it simple<BR>Tryna keep it up don't seem so simple<BR>I just fucked two bitches 'fore I saw you<BR>And you gon' have to do it at my tempo<BR>Always tryna send me off to rehab<BR>Drugs started feelin' like it's decaf<BR>I'm just tryna live life for the moment<BR>And all these motherfuckers want a relapse<BR><BR>[Chorus]<BR>I only call you when it's half-past five<BR>The only time that I'll be by your side<BR>I only love it when you touch me, not feel me<BR>When I'm fucked up, that's the real me<BR>When I'm fucked up, that's the real me, yeah<BR>I only call you when it's half-past five<BR>The only time I'd ever call you mine<BR>I only love it when you touch me, not feel me<BR>When I'm fucked up, that's the real me<BR>When I'm fucked up, that's the real me, babe<BR><BR><BR><BR>Produced By:Illangelo & Mano<BR>Written By:Thomas Raybould, Belly, The Weeknd, Mano & Illangelo<BR>Video Producer:Kevin Kloecker & Nathan Scherrer<BR>Performance Rights:PRS, ASCAP & SOCAN<BR>Publisher:Cutting Edge Music, Universal Music Group, Clearscore Music, New World Music, Warner Music Group, Sal and Co LP, KMR Music Royalties II SCSP, Warner/C...<BR>Copyright:Universal Music Group, Republic Records & XO Records<BR>Vocals:The Weeknd<BR>Mixing Engineer:Illangelo<BR>Engineer:Illangelo<BR>Recording Engineer:Illangelo<BR>Video Director:Grant Singer<BR>Co-Producer:Illangelo<BR>Label:XO Records, Universal Music Group & Republic Records<BR>Release Date:May 27, 2015<BR>The Hills Covers:The Hills by Matilda Cole, The Hills by Best Kept Secret, The Hills (Bring On The Weekend) by Class Actress, The Hills by Fame on Fire (Ft. Arcaeus &...<BR>The Hills Remixes:The Hills (Dimitri Vegas & Like Mike Remix) by The Weeknd, The Hills (Remix) by Queezy_the_Gangster, The Hills (RL Grime Remix) by The Weeknd (Ft. RL...","The hills Lyrics,Pop,R&B,Canada,Synth-Pop,Synthwave,Dark Pop,Singer-Songwriter,Trap,Alternative R&B"
