Date,Title,Categories,Lyrics,Tag
,,English lyrics,For Later Lyrics<BR><BR><BR><BR><BR><BR><BR>,"For Later Lyrics,"
Apr 13,For Later Lyrics – Living In The Past,English lyrics,For Later Lyrics<BR><BR><BR>[instrumental]<BR><BR><BR><BR><BR>lyrics: for later<BR>album: living in the past<BR>artist: jethro tull<BR>,"For Later Lyrics,For Later lyrics,for later,living in the past,jethro tull"
Apr 13,My Love’s Strong Lyrics – Human Soul,English lyrics,"My Love’s Strong Lyrics<BR><BR><BR>pre>intro a / d a / d<BR>(d) a d a d<BR>when the world’s asleep and there’s no one in your arms<BR>(d) a d a d<BR>raindrops hit the window like distant alarms<BR>(d) a d a d<BR>you don’t have to worry hey girl don’t you cry<BR>(d) a d a d<BR>my love beats adversity baby eats it alive<BR>f#m d a e f#m d<BR>and i got a real human soul don’t tell me that i’m wrongchorus<BR>a d a d (3 times)<BR>i’ll be there and my love’s strongwhen you have to work, ike a slave everyday<BR>pounding the concrete and counting your change<BR>when you have to sweat, while the privileged relax<BR>when you feel invisible baby, and falling through the cracks remember<BR>you got a real human soul. don’t tell me that i’m wrong (then) chorusbridge<BR>bm e a e f#m<BR>strong and relentless behind the veil of forgetfulness<BR>bm e<BR>that covers the heart not tied up in bondage<BR>a d e<BR>or nailed to the wall with a dartwhen you have to suffer or howl out in pain<BR>and act like you’re hungry for more of the same let me tell ya!<BR>you got a real human soul you can’t tell me i’m wrong (then) chorus(2nd line of chorus modulates to b/e on ""strong"", then repeats 4 times,<BR>before dropping back to a/d another 4 times<BR>and fades.thanks to kirk anderson (kanderso@wheatonma.edu) for help with the chords<BR>e 4 7 6 4 5 4 (an open c chord fretted up 4) /pre><BR><BR><BR><BR>lyrics: my love’s strong<BR>album: human soul<BR>artist: graham parker<BR>","My Love’s Strong Lyrics,Graham Parker lyrics,my love’s strong,human soul,graham parker"
,,English lyrics,My Love’s Strong Lyrics<BR><BR><BR><BR><BR><BR><BR>,"My Love’s Strong Lyrics,"
Apr 13,My Love’s Strong Lyrics – Human Soul,English lyrics,"My Love’s Strong Lyrics<BR><BR><BR>pre>intro a / d a / d<BR>(d) a d a d<BR>when the world’s asleep and there’s no one in your arms<BR>(d) a d a d<BR>raindrops hit the window like distant alarms<BR>(d) a d a d<BR>you don’t have to worry hey girl don’t you cry<BR>(d) a d a d<BR>my love beats adversity baby eats it alive<BR>f#m d a e f#m d<BR>and i got a real human soul don’t tell me that i’m wrongchorus<BR>a d a d (3 times)<BR>i’ll be there and my love’s strongwhen you have to work, ike a slave everyday<BR>pounding the concrete and counting your change<BR>when you have to sweat, while the privileged relax<BR>when you feel invisible baby, and falling through the cracks remember<BR>you got a real human soul. don’t tell me that i’m wrong (then) chorusbridge<BR>bm e a e f#m<BR>strong and relentless behind the veil of forgetfulness<BR>bm e<BR>that covers the heart not tied up in bondage<BR>a d e<BR>or nailed to the wall with a dartwhen you have to suffer or howl out in pain<BR>and act like you’re hungry for more of the same let me tell ya!<BR>you got a real human soul you can’t tell me i’m wrong (then) chorus(2nd line of chorus modulates to b/e on ""strong"", then repeats 4 times,<BR>before dropping back to a/d another 4 times<BR>and fades.thanks to kirk anderson (kanderso@wheatonma.edu) for help with the chords<BR>e 4 7 6 4 5 4 (an open c chord fretted up 4) /pre><BR><BR><BR><BR>lyrics: my love’s strong<BR>album: human soul<BR>artist: graham parker<BR>","My Love’s Strong Lyrics,Graham Parker lyrics,my love’s strong,human soul,graham parker"
Apr 13,Jamaica Mistaica Lyrics – Banana Wind,English lyrics,"Jamaica Mistaica Lyrics<BR><BR><BR>[transcribed by scott h]<BR>jamaica mistaica<BR>by: jimmy buffett<BR>1996<BR>some folks say that i’ve got the perfect life.<BR>three swell kids, lots of toys and a lovely wife.<BR>i fly. i sail. i throw caution to the wind.<BR>drift like a stratus cloud above the caribbean.but every now and then<BR>the dragons come to call.<BR>just when you least expect it you’ll be dodging cannon balls.<BR>i’ve seen to much not to stay in touch with a world made of love and luck.<BR>i’ve got a big suspicion ’bout ammunition.<BR>i never forget to duck.(chorus)<BR>come back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you out of the skyit was a beautiful day<BR>the kind you want to toast<BR>we were treetop flyin’<BR>movin’ west along the coast<BR>then we landed in the water<BR>just about my favorite thrill<BR>when some asshole started firin’<BR>when we taxied to negriljust about to lose my temper<BR>as i endeavored to explain<BR>we had only come for chicken<BR>we were not a ganja plane<BR>well you should have seen there faces<BR>when they finally realized<BR>we were not some coked up cowboys<BR>sportin’ guns and alibies(chorus)<BR>come back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you out of the skythey shot from the lighthouse<BR>they shot from the highway<BR>they shot from the top of the cliff<BR>they’d all gone haywire<BR>we’re catchin’ fire<BR>and there wasn’t even a spliffwell the word got out<BR>all over the island<BR>friends, strangers, they were all apologizin’<BR>some thought me crazy for bein’ way to nice<BR>but it’s just another shitty day in paradisecome back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you out of the skycome back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you, promise not to shoot you,<BR>promise not to shoot you out of the sky<BR><BR><BR><BR>lyrics: jamaica mistaica<BR>album: banana wind<BR>artist: jimmy buffett<BR>","Jamaica Mistaica Lyrics,Banana Wind lyrics,jamaica mistaica,banana wind,jimmy buffett"
,,English lyrics,Jamaica Mistaica Lyrics<BR><BR><BR><BR><BR><BR><BR>,"Jamaica Mistaica Lyrics,"
Apr 13,Jamaica Mistaica Lyrics – Banana Wind,English lyrics,"Jamaica Mistaica Lyrics<BR><BR><BR>[transcribed by scott h]<BR>jamaica mistaica<BR>by: jimmy buffett<BR>1996<BR>some folks say that i’ve got the perfect life.<BR>three swell kids, lots of toys and a lovely wife.<BR>i fly. i sail. i throw caution to the wind.<BR>drift like a stratus cloud above the caribbean.but every now and then<BR>the dragons come to call.<BR>just when you least expect it you’ll be dodging cannon balls.<BR>i’ve seen to much not to stay in touch with a world made of love and luck.<BR>i’ve got a big suspicion ’bout ammunition.<BR>i never forget to duck.(chorus)<BR>come back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you out of the skyit was a beautiful day<BR>the kind you want to toast<BR>we were treetop flyin’<BR>movin’ west along the coast<BR>then we landed in the water<BR>just about my favorite thrill<BR>when some asshole started firin’<BR>when we taxied to negriljust about to lose my temper<BR>as i endeavored to explain<BR>we had only come for chicken<BR>we were not a ganja plane<BR>well you should have seen there faces<BR>when they finally realized<BR>we were not some coked up cowboys<BR>sportin’ guns and alibies(chorus)<BR>come back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you out of the skythey shot from the lighthouse<BR>they shot from the highway<BR>they shot from the top of the cliff<BR>they’d all gone haywire<BR>we’re catchin’ fire<BR>and there wasn’t even a spliffwell the word got out<BR>all over the island<BR>friends, strangers, they were all apologizin’<BR>some thought me crazy for bein’ way to nice<BR>but it’s just another shitty day in paradisecome back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you out of the skycome back<BR>come back<BR>back to jamaica<BR>don’t you know we made a big mistaica<BR>we’d be so sad if you told us goodbye<BR>and we promise not to shoot you, promise not to shoot you,<BR>promise not to shoot you out of the sky<BR><BR><BR><BR>lyrics: jamaica mistaica<BR>album: banana wind<BR>artist: jimmy buffett<BR>","Jamaica Mistaica Lyrics,Banana Wind lyrics,jamaica mistaica,banana wind,jimmy buffett"
Apr 13,Local 580 (fuck Tha Police) Lyrics – Mac Melph Calio,English lyrics,"Local 580 (fuck Tha Police) Lyrics<BR><BR><BR>chorus: {ms. tee}<BR>fuck tha police, they took so long to come<BR>so nigga’s grab yo gun, fuck the police<BR>so where they at where they at<BR>so nigga’s bring yo gat<BR>{2x}{b.g.}<BR>i’m runnin’ from the police they after me<BR>i ain’t goin’ down try’na fix me with a case<BR>try’na strap me in that underground<BR>runnin’ and shakin’ it i’m movin’ like the runnin’ man<BR>tec’s in my chest and amide in my fuckin’ hand<BR>b.g. on a run peepin’ out a fuckin’ alias<BR>busters got me covered there’s some gangsters out that tenth<BR>i caught two-o seven two fourteen and two await<BR>i’m gettin’ blunted out with them niggas in the fuckin’ gate<BR>i got on my all black steady walkin’ up inferred<BR>under my black there’s a fuckin’ tec<BR>bitches talkin’ shit runnin’ off at the mouth<BR>some hoe just snitched on my honeycoon hideout<BR>now i got to travel long police still rollin’ free<BR>criminal at fourteen i’m thinkin’ what the fuck to do<BR>boo-koo on the ramps i don’t care if i die<BR>when i was setup say good-bye to the good guys<BR>i think it’s time for war they increased violence fuck the peace<BR>comin’ out the alley with my gear bustin’ at the police<BR>i’m try’na hit ’em i’m try’na leave they brains on the floor<BR>they try’na play me like a hoe from the local 5-8-0<BR>but ain’t no days like that where i’m from<BR>if they want some bests believe them bitches got’s to come get some<BR>a nigga gettin’ busy in the computer my name is lifted<BR>fuck them blue terr wears and the fuckin’ second mission<BR>on my dick try’na take me down underground<BR>try’na blame me, try’na frame me they try’na get me<BR>they won’t quit they just won’t quick<BR>they try’na stick me with some shit that i didn’t commit<BR>fuck tha police{mr. ivan}<BR>ain’t this a bitch they try’na make a nigga jump up<BR>shoulder slug blast and kill a fuckin’ cop up<BR>bout to hop in some hot shit that ticker ticker!<BR>catch me, catch my black ass, but they wanna try to strap my ass<BR>the surveillance, from the he say she say shit<BR>fuck what’cha said cuz ya wind up a dead bitch<BR>he pulled out the luger cuz he crooked and wanna do me<BR>but let’s see a real player, keep up on what they doin’ to me<BR>pushin’ the chronic, that shit to make yo pocket’s fat and<BR>if you right plan to use yo gat, then we plan to run mud on them<BR>lil’ piggy’s, that mean i’m comin’ out dead or alive comin’ get me<BR>bitch don’t tell me shit, ya need to wear yo fuckin’ vest<BR>if i get a seeker i’m a knock yo badge of yo chest<BR>fuck the task, the f.b.i. and yes i’ma do yo sheriff<BR>i’m called the courier that’s the one to blow ya<BR>time to get a nickel for the shit that i did<BR>motherfucker drop it, ya see ivan think you can fuck with mechorus{ms. tee}<BR>now why the fuck the police is on my block<BR>try’na sit me down, sayin’ ya fuckin’ sellin’ rock’s<BR>but i know the pussy ass bitches put it one me<BR>cuz they couldn’t find my stash cuz nobody knows<BR>i keep my rock’s in my pussy hole<BR>cuz i’m a bitch so ya can’t touch uh i miss and never muffer<BR>touch in the wrong way and i stab ya in yo gut<BR>like stuckin’ to fuckin’ i take my nine and i pluck ’em<BR>snipin’ ass nigga, like to get over<BR>one will and have my weight over my shoulder<BR>stupid ass bitches always puttin’ a nigga down<BR>that’s why i never let them motherfuckers around<BR>so check it, when we need ’em<BR>they take so long to come uhh and<BR>the damage is done uhh, so when we need ’em they<BR>take so long to come, cuz they diggy doggy dumb man fuck the police{black jack}<BR>project life, with the rat and the roaches<BR>tell me if ya ready when the danger approaches<BR>crack fiend’s triple beam, like it’s on the scale<BR>close yo eyes, forever may you rest in hell<BR>gettin’ out the ghetto is only a dream in most cases<BR>never had nothin’ but momma always gave us love<BR>lost queen, from pain from a youngster<BR>shot six times in the back by the dumpster<BR>be cautious when ya step, but don’t step to light<BR>cuz the tec is in the ghetto in the projects at night<BR>some gangsta ass nigga’s slangin’ crack on the corner<BR>all blacked up with the gangsta ptonma<BR>try’na make a livin’, try’na have him lil’ some some<BR>them white folk’s as cop don’t want to see me as nothin’<BR>but a nigga got soul, with a mouth full of gold and<BR>i don’t give a fuck bout none of you hoes<BR>brangin’ terror with no error to the mother fuckin’ po-pos<BR>you know that nigga the jiggy jiggy jack-o<BR>that’s comin’ to the top with no motherfuckin’ peace<BR>nigga peep game mother fuck tha police{lil’ slim}<BR>zero, zero, nine one one<BR>bitch ass trick ass, cop’s have yet to come<BR>cuz uhh, deuce revolvers is my problem solvers<BR>shit shake yo ass now ya up like yo father<BR>i got’s to get away, i got’s to get an disguise<BR>the rat’s his on my ass time to get the fuck out of dodge<BR>cuz i’m to known for sellin’ stone’s on my fuckin’ block<BR>these nigga’s got these ki’s i get these fuckin’ flipper rock’s<BR>duckin’ and dodgin’ and steady mobbin’ but the law keep’s callin’<BR>cuz they hear a nigga ballin’ nigga i roll’s quicker out the cut<BR>the quicker to break ’em up, cuz a nigga straight money struck<BR>bailin’ from the north cuz that’s my thang<BR>the motherfuckin’ corn meal is the shit i slang<BR>been did it and done it fuck that nigga done stunt’ed<BR>i’m runnin’ and gunnin’ show them nigga’s ain’t nothin’ funnychorus<BR><BR><BR><BR><BR>lyrics: local 580 (fuck tha police)<BR>album: mac melph calio<BR>artist: unlv<BR>","Local 580 (fuck Tha Police) Lyrics,Local 580 (fuck Tha Police) lyrics,local 580 (fuck tha police),mac melph calio,unlv"
,,English lyrics,Local 580 (fuck Tha Police) Lyrics<BR><BR><BR><BR><BR><BR><BR>,"Local 580 (fuck Tha Police) Lyrics,"
